prefLabel,altLabels,displayName,uri,confidence,in_hierarchy_gold,relations,classification
sodium-potassium-exchanging ATPase,"EC 3.6.1.37; EC 3.6.3.9; Na+, K+ pump; Na+,K+-ATPase; Na+-K+ pump; Na+/K+ ATPase; Na+/K+ pump; Na+/K+-exchanging ATPase; Na,K-activated ATPase; Na/K pump; Na/K-exchanging ATPase; potassium pump; sodium and potassium activated adenosine 5'-triphosphatase; sodium pump; sodium- and potassium-activated adenosine 5'-triphosphatase; sodium- and potassium-activated adenosine 5'-triphosphatases; sodium-and potassium-activated adenosine 5-triphosphatase; sodium-potassium ATPase; sodium-potassium adenosine triphosphatase; sodium-potassium adenosinetriphosphatase; sodium-potassium pump","sodium-potassium-exchanging ATPase (EC 3.6.1.37, EC 3.6.3.9, Na+, K+ pump, Na+,K+-ATPase, Na+-K+ pump, Na+/K+ ATPase, Na+/K+ pump, Na+/K+-exchanging ATPase, Na,K-activated ATPase, Na/K pump, Na/K-exchanging ATPase, potassium pump, sodium and potassium activated adenosine 5'-triphosphatase, sodium pump, sodium- and potassium-activated adenosine 5'-triphosphatase, sodium- and potassium-activated adenosine 5'-triphosphatases, sodium-and potassium-activated adenosine 5-triphosphatase, sodium-potassium ATPase, sodium-potassium adenosine triphosphatase, sodium-potassium adenosinetriphosphatase, sodium-potassium pump)",https://lod.nal.usda.gov/nalt/35525,0.99,False,skos:broader; skos:narrower,EXCLUDE
specific growth rate,,specific growth rate,https://lod.nal.usda.gov/nalt/199454,0.98,False,skos:broader; skos:narrower,EXCLUDE
starch granules,starch grains,starch granules (starch grains),https://lod.nal.usda.gov/nalt/8250,0.98,False,skos:related,EXCLUDE
steroid metabolism,,steroid metabolism,https://lod.nal.usda.gov/nalt/52234,0.97,False,skos:broader; skos:narrower,EXCLUDE
vimentin,,vimentin,https://lod.nal.usda.gov/nalt/204970,0.95,False,skos:broader; skos:narrower,EXCLUDE
vitamin metabolism,,vitamin metabolism,https://lod.nal.usda.gov/nalt/52235,0.98,False,skos:broader; skos:narrower,EXCLUDE
water metabolism,,water metabolism,https://lod.nal.usda.gov/nalt/52236,0.96,False,skos:broader; skos:narrower,EXCLUDE
yeast artificial chromosomes,YACs (yeast artificial chromosomes),yeast artificial chromosomes (YACs (yeast artificial chromosomes)),https://lod.nal.usda.gov/nalt/25880,0.9,True,skos:broader; skos:narrower,EXCLUDE
chromosome aberrations,autosomal abnormalities; chromosomal aberrations; chromosomal abnormalities; chromosomal disorders; chromosome abnormalities; chromosome disorders; cytogenetic aberrations; cytogenetic abnormalities,"chromosome aberrations (autosomal abnormalities, chromosomal aberrations, chromosomal abnormalities, chromosomal disorders, chromosome abnormalities, chromosome disorders, cytogenetic aberrations, cytogenetic abnormalities)",https://lod.nal.usda.gov/nalt/25833,0.99,True,skos:broader; skos:narrower,EXCLUDE
cytogenetic analysis,chromosome analysis,cytogenetic analysis (chromosome analysis),https://lod.nal.usda.gov/nalt/25841,0.96,True,skos:broader; skos:narrower,EXCLUDE
endocrine system physiology,,endocrine system physiology,https://lod.nal.usda.gov/nalt/9420,0.99,False,skos:broader; skos:narrower,EXCLUDE
genetic variation,genetic differentiation; genetic divergence; genetic diversity; genetic variability; genotypic diversity,"genetic variation (genetic differentiation, genetic divergence, genetic diversity, genetic variability, genotypic diversity)",https://lod.nal.usda.gov/nalt/10351,0.93,False,skos:related,EXCLUDE
histone code,histone marks; histone modifications,"histone code (histone marks, histone modifications)",https://lod.nal.usda.gov/nalt/333211,0.98,False,skos:related,EXCLUDE
hormones,animal hormones,hormones (animal hormones),https://lod.nal.usda.gov/nalt/517,0.99,False,skos:related,EXCLUDE
importins,importin alpha; importin beta,"importins (importin alpha, importin beta)",https://lod.nal.usda.gov/nalt/196590,0.98,False,skos:broader; skos:narrower,EXCLUDE
laboratory techniques,laboratory methods; laboratory procedures,"laboratory techniques (laboratory methods, laboratory procedures)",https://lod.nal.usda.gov/nalt/9550,0.99,False,skos:broader; skos:narrower,EXCLUDE
ligands,,ligands,https://lod.nal.usda.gov/nalt/261978,0.98,False,skos:related,EXCLUDE
membrane glycoproteins,,membrane glycoproteins,https://lod.nal.usda.gov/nalt/1601,0.98,False,skos:broader; skos:narrower,EXCLUDE
membrane proteins,gap junction proteins,membrane proteins (gap junction proteins),https://lod.nal.usda.gov/nalt/881,0.96,False,skos:broader; skos:narrower,EXCLUDE
Mendelian inheritance,Mendelism,Mendelian inheritance (Mendelism),https://lod.nal.usda.gov/nalt/42580,0.98,False,skos:related,EXCLUDE
minimum inhibitory concentration,MIC (minimum inhibitory concentration); broth microdilution method,"minimum inhibitory concentration (MIC (minimum inhibitory concentration), broth microdilution method)",https://lod.nal.usda.gov/nalt/10185,0.99,False,skos:related,EXCLUDE
porins,pore proteins,porins (pore proteins),https://lod.nal.usda.gov/nalt/11454,0.98,False,skos:broader; skos:narrower,EXCLUDE
simple proteins,,simple proteins,https://lod.nal.usda.gov/nalt/6032,0.99,False,skos:broader; skos:narrower,EXCLUDE
striated muscle,,striated muscle,https://lod.nal.usda.gov/nalt/53776,0.96,False,skos:related,EXCLUDE
vascular cell adhesion molecules,CD106 antigens; vascular cell adhesion molecule-1,"vascular cell adhesion molecules (CD106 antigens, vascular cell adhesion molecule-1)",https://lod.nal.usda.gov/nalt/312885,0.97,False,skos:broader; skos:narrower,EXCLUDE
aneuploidy,aneuploids,aneuploidy (aneuploids),https://lod.nal.usda.gov/nalt/8824,0.95,True,skos:broader; skos:narrower,EXCLUDE
insulin,,insulin,https://lod.nal.usda.gov/nalt/32965,1.0,False,skos:related,EXCLUDE
metabolic syndrome,metabolic syndrome X; syndrome X (metabolic),"metabolic syndrome (metabolic syndrome X, syndrome X (metabolic))",https://lod.nal.usda.gov/nalt/32966,0.99,False,skos:related,EXCLUDE
allopolyploidy,alloploids; alloploidy; allopolyploids,"allopolyploidy (alloploids, alloploidy, allopolyploids)",https://lod.nal.usda.gov/nalt/6713,0.95,True,skos:broader; skos:narrower,EXCLUDE
autopolyploidy,autoploids; autopolyploids,"autopolyploidy (autoploids, autopolyploids)",https://lod.nal.usda.gov/nalt/14038,0.95,True,skos:broader; skos:narrower,EXCLUDE
autotetraploidy,autotetraploids,autotetraploidy (autotetraploids),https://lod.nal.usda.gov/nalt/295797,0.98,True,skos:broader; skos:narrower,EXCLUDE
